Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
AA,2546,MCO,JFK,2,505,150,0
US,1245,PHL,TPA,4,1080,168,0
FL,145,DTW,ATL,2,450,130,1
MQ,3362,LBB,DFW,3,970,65,
XE,2873,IAH,AMA,2,1119,110,0
DL,99,JFK,FLL,5,1140,204,1
OO,4885,SLC,TUL,3,1205,144,1
OO,4771,ORD,SLC,4,450,205,0
OO,4600,SLC,IAH,4,840,183,0
WN,518,SNA,DEN,2,640,135,
UA,361,LGA,DEN,1,480,276,
MQ,3690,MIA,CLE,6,1200,175,0
MQ,3256,GRK,DFW,2,360,50,
MQ,3755,ORD,DTW,2,1220,80,
WN,1356,PIT,MDW,4,1060,100,1
UA,384,IAH,DEN,4,360,150,
OO,6706,MEM,ORD,5,360,107,0
FL,996,BOS,MKE,6,390,165,0
MQ,3366,CAE,DFW,6,365,185,
AS,676,SEA,DEN,7,460,155,
UA,958,SEA,ORD,4,500,241,0
UA,147,SAN,SFO,7,414,103,0
WN,1021,MSY,HOU,2,640,75,1
US,1840,DFW,CLT,5,835,143,0
WN,1482,BUF,MCO,3,400,170,1
MQ,2735,DFW,LIT,3,405,70,0
AA,2585,BOS,MIA,1,495,220,0
AA,827,BOS,ORD,5,965,180,1
B6,1418,JAX,BOS,3,770,145,1
FL,133,ATL,TPA,5,525,89,0
9E,3678,GFK,MSP,3,785,65,1
DL,1536,DTW,BWI,1,625,96,0
CO,1191,BOS,EWR,6,665,82,0
WN,258,LAX,SLC,2,1140,105,1
AA,1698,SLC,DFW,4,365,170,
HA,370,OGG,KOA,5,819,32,0
OO,6859,DEN,PDX,4,910,171,1
XE,2256,AVL,EWR,1,700,109,0
WN,1583,DAL,HOU,7,930,60,0
UA,731,EWR,DEN,3,585,270,
WN,580,PHX,SFO,3,885,125,1
HA,122,HNL,ITO,2,462,50,0
DL,1050,MEM,ATL,5,855,83,0
XE,2691,EWR,BWI,7,1318,62,1
WN,1861,MCI,BNA,6,635,85,0
CO,546,IAH,ORD,1,1250,150,1
DL,130,RSW,ATL,4,750,109,1
FL,607,SFO,MKE,3,732,253,1
WN,2105,FLL,MSY,3,910,135,0
AA,880,SJC,DFW,1,900,210,
MQ,2726,DFW,BTR,3,720,80,0
US,148,CMH,PHX,6,1070,259,0
WN,176,BUF,BWI,7,525,70,0
UA,624,SAT,DEN,5,703,140,
WN,3838,MCO,RDU,3,965,100,0
WN,3498,LAX,STL,3,840,205,1
OO,6927,DEN,HLN,4,681,116,1
WN,2291,LAX,LAS,7,395,60,0
OO,6557,PDX,MFR,6,926,61,0
CO,1580,SEA,EWR,3,420,309,1
AA,1344,SAT,DFW,7,705,70,
OO,4650,SLC,DFW,6,1016,160,
WN,518,SMF,SNA,4,525,90,0
US,1869,CLT,BNA,3,1340,78,0
DL,2035,MKE,ATL,5,990,130,0
FL,951,BWI,FLL,3,1220,155,0
XE,2670,STL,EWR,4,705,143,1
OH,6390,TYS,CVG,4,1033,67,1
XE,3097,IND,IAH,4,880,149,0
CO,421,IAH,SJC,2,1050,255,0
AA,1394,DFW,FLL,4,540,155,1
US,720,MIA,CLT,7,890,123,1
OO,4651,DFW,SLC,2,500,172,0
EV,5117,ATL,FAY,4,525,85,0
OO,7028,LAX,JAC,5,720,151,0
OO,6275,LIT,ORD,7,863,112,0
DL,2374,MSY,DTW,2,1058,151,
US,1792,MDT,CLT,2,515,102,1
OO,6466,LAX,SLC,1,422,110,1
9E,4305,TYS,ATL,2,340,67,1
WN,1824,ORF,MDW,1,590,140,1
US,1024,SJU,PHL,4,940,244,0
B6,496,DEN,BOS,7,655,223,0
WN,267,HOU,LAX,5,870,225,1
XE,3045,EWR,IND,3,917,136,1
WN,3051,BUR,OAK,2,1070,75,1
WN,1030,LAS,SDF,1,570,215,1
XE,2701,IAH,ABQ,5,1080,135,0
DL,1062,MCO,LAX,6,1090,341,1
DL,2927,MSP,MCI,2,415,101,1
UA,230,LAS,DEN,1,915,117,
WN,987,SNA,OAK,3,475,85,1
CO,296,LAS,IAH,3,595,180,1
OO,4456,SLC,LWS,3,667,94,0
AS,635,PHX,SEA,2,1020,185,0
B6,527,EWR,MCO,2,550,176,0
DL,2587,RSW,DTW,6,959,174,
OO,6473,LAX,IPL,5,780,60,0
US,1125,CLT,IAH,6,570,168,1
AS,87,SEA,ANC,7,600,220,0
AA,354,ORD,LGA,4,1055,125,1
AA,494,ABQ,DFW,6,945,100,
MQ,3044,LAX,DEN,6,725,140,
EV,5572,ATL,BTR,2,725,94,0
XE,3150,PBI,CLE,5,725,157,0
CO,176,MCO,EWR,6,1040,163,1
AS,40,ADQ,ANC,3,1020,50,0
UA,129,ORD,LAX,6,1256,272,0
HA,239,HNL,LIH,5,995,37,0
B6,1253,BOS,IAD,1,840,101,1
9E,4082,DTW,ORF,5,840,114,1
EV,7327,ATL,ECP,1,790,62,1
XE,2495,BHM,IAH,3,790,110,0
US,5,PHX,ORD,4,800,201,0
B6,496,DEN,BOS,6,655,223,0
DL,2535,LGA,MSY,7,775,211,0
FL,844,MCO,ATL,2,928,93,0
OO,4677,SLC,BUR,3,690,120,1
AA,1383,MSP,DFW,3,525,155,
WN,1202,MDW,DEN,4,1145,170,
WN,51,HOU,FLL,7,1235,135,1
9E,4336,FSM,MEM,6,990,65,0
WN,2552,PHX,HOU,3,465,145,1
AA,1858,ELP,DFW,2,1070,100,
OO,6309,COS,LAX,7,683,157,0
MQ,4290,BNA,ORD,1,660,95,0
US,1904,CLT,PIT,4,480,85,0
DL,2111,ATL,DFW,4,885,145,
CO,632,IAH,LGA,6,940,209,0
DL,1193,CLT,DTW,2,1154,113,
WN,265,MDW,MCI,4,360,90,0
FL,687,ATL,ICT,3,1255,143,0
XE,2674,IAH,TUL,4,450,88,0
AA,1832,PSP,ORD,3,800,245,1
US,140,MCI,PHX,3,1075,173,0
WN,630,LAS,LAX,1,815,65,1
UA,2,HNL,ORD,6,1025,483,1
UA,514,PHX,ORD,7,948,202,1
MQ,2887,DFW,CID,7,620,120,0
DL,2086,ATL,LGA,4,760,136,0
WN,3405,ONT,SJC,2,940,70,0
OH,6575,MEM,MCI,2,560,96,0
WN,1577,HOU,PHX,4,435,180,0
9E,3906,SBN,CVG,6,715,65,0
XE,2640,GRR,IAH,3,1090,179,1
YV,2608,CLT,BNA,3,595,96,0
XE,3082,IAH,SDF,6,825,121,0
OO,6534,IDA,DEN,1,815,89,
F9,580,SLC,DEN,3,1025,85,
DL,2571,IND,ATL,5,670,97,0
US,623,STL,PHX,1,880,203,0
MQ,3898,DCA,ORD,7,750,125,1
9E,3935,EWR,DTW,1,355,130,
XE,2126,IAH,OMA,5,610,128,1
B6,98,DEN,JFK,4,59,213,1
9E,4389,MDW,DTW,2,656,79,
MQ,4146,JFK,CMH,5,895,125,0
WN,2842,JAX,FLL,6,960,70,1
OO,6555,GJT,DEN,6,583,58,
UA,999,STT,SJU,6,860,46,0
UA,164,ORD,MCO,2,415,166,1
WN,1079,MSY,DAL,2,920,85,1
AA,1477,PHL,DFW,2,400,235,
YV,7306,BDL,ORD,6,858,162,0
AA,1663,MIA,LAS,1,965,335,0
XE,3121,LIT,IAH,4,885,85,1
FL,738,MSP,MKE,1,360,74,0
CO,1576,SJC,IAH,6,375,223,0
YV,1024,KOA,HNL,2,609,40,0
OO,6276,ORD,PAH,3,1295,80,1
DL,2526,FLL,ATL,1,400,123,0
MQ,4229,PIT,ORD,2,915,100,0
UA,693,LGA,ORD,3,1143,165,1
DL,2723,MSP,MCO,4,1160,189,1
9E,4258,DTW,PLN,4,1180,71,0
WN,1604,DAL,SAT,6,750,65,1
WN,1163,SFO,SNA,1,410,85,1
EV,5089,SHV,ATL,2,1079,106,0
WN,205,SAT,MDW,2,385,155,0
OO,6444,LAX,SMX,2,783,56,1
B6,190,LAS,JFK,2,657,300,1
9E,4372,MSP,DAY,7,830,122,0
FL,135,ATL,TPA,7,625,93,1
WN,2032,SFO,SNA,1,770,85,0
WN,491,HOU,SAT,4,890,55,1
WN,1071,SNA,SJC,1,925,75,1
OO,6316,ONT,SFO,2,580,85,1
AA,1907,DCA,MIA,5,430,165,1
XE,2318,PVD,EWR,4,624,69,0
WN,1408,PDX,PHX,3,1205,150,0
OO,6271,FWA,ORD,5,535,63,1
FL,1150,IND,RSW,2,454,156,0
B6,294,LGB,SEA,6,665,161,1
AS,300,SEA,SFO,4,1225,133,1
OO,6988,DEN,COS,2,764,35,0
AA,662,DFW,DTW,2,1180,155,1
DL,1814,LAX,CVG,2,665,250,0
FL,619,MSY,MKE,4,1080,135,1
OH,6298,CVG,DTW,4,801,84,0
AA,1918,ORD,EWR,7,1110,145,0
MQ,2870,HOU,DFW,2,1105,70,
WN,963,MDW,BHM,1,600,105,1
WN,2028,DAL,SAT,6,1195,60,1
AA,258,LAS,JFK,6,485,300,0
MQ,3999,FAR,ORD,4,1000,130,0
DL,1721,DTW,TPA,2,1190,161,0
US,1288,RDU,PHL,4,425,82,0
YV,7260,ORD,MCI,6,1225,87,0
AA,543,ORD,PSP,3,600,265,0
DL,1804,FLL,DTW,7,880,194,1
CO,594,LAX,IAH,3,1020,189,1
UA,748,DEN,ICT,6,1215,82,0
OO,6539,SFO,GEG,4,1361,121,0
YV,7235,ALB,IAD,6,602,94,0
F9,400,LAX,DEN,7,545,140,
US,701,PHL,LAX,7,1080,369,0
WN,790,SMF,SNA,7,670,85,1
AS,888,KOA,OAK,4,745,293,0
XE,3045,IND,IAH,7,1082,155,0
AA,1885,SAT,DFW,4,540,70,
DL,2605,FLL,MSP,1,799,240,0
UA,887,SFO,LAS,1,1244,95,0
WN,27,BWI,BDL,4,1235,65,1
OO,6944,SFO,PSP,4,525,81,0
FL,163,ATL,SJU,3,715,209,0
OO,4816,SLC,DEN,2,920,88,
US,57,PHX,MSP,4,585,189,1
OO,6431,SAT,LAX,1,1218,197,1
WN,2524,OAK,MDW,3,845,245,1
DL,1465,JFK,SFO,2,1035,395,0
YV,7282,ORD,CHS,6,552,122,1
9E,4283,DAY,MSP,6,1010,135,0
EV,5615,MEM,MOB,2,1175,74,0
WN,215,PHX,MDW,1,520,200,1
9E,4259,DTW,ATW,1,725,85,1
WN,1812,MDW,PHL,4,545,115,0
OO,7770,SGU,SLC,7,456,84,0
WN,959,MHT,TPA,6,815,215,0
EV,5063,ATL,OMA,5,951,150,1
UA,405,LGA,DEN,3,603,280,
MQ,2913,DFW,VPS,5,810,110,0
AS,527,BUR,SEA,4,420,160,0
DL,2331,LGA,DTW,7,1072,130,1
OO,7768,SGU,SLC,5,360,73,0
WN,1569,MCO,STL,4,610,155,1
EV,7097,PNS,IAD,1,505,127,1
DL,1095,OKC,ATL,6,335,127,0
US,948,CLT,CLE,4,1189,97,0
F9,377,MKE,DEN,3,510,155,
AA,1314,MSY,MIA,5,1085,110,0
WN,488,LAS,LAX,3,845,65,1
9E,4001,ORD,MEM,5,390,115,1
OO,7015,LAS,SFO,4,360,89,0
WN,574,SJC,BUR,3,595,60,1
US,836,PHL,JAX,7,1115,150,0
FL,359,LGA,ATL,6,360,160,1
AS,69,KTN,JNU,7,1237,63,1
UA,847,SFO,IAD,4,775,310,0
9E,3844,MSP,CMH,3,790,110,0
AS,614,SEA,LAS,3,1230,143,1
MQ,4342,RIC,ORD,5,665,135,1
F9,843,MDW,DEN,4,940,157,
EV,5241,ATL,CHA,3,1150,53,0
EV,5198,ATL,HPN,3,970,135,0
HA,36,HNL,PHX,3,905,354,1
F9,773,DEN,LAS,2,1095,118,1
DL,1057,MCI,DTW,1,1040,117,1
AA,1283,MIA,ORD,1,1160,195,1
FL,696,ATL,SRQ,3,610,90,0
AA,661,DFW,ONT,4,1255,195,1
MQ,4152,AZO,ORD,4,370,60,0
OO,6752,DEN,ASE,7,1222,45,0
WN,1868,SDF,BHM,1,650,70,1
YV,1005,OGG,HNL,1,853,32,0
OO,4588,SFO,SLC,6,1007,109,1
B6,240,LGB,OAK,4,415,78,1
WN,311,OKC,PHX,3,420,155,1
AA,875,LGA,MIA,6,900,205,1
WN,473,TPA,BNA,4,400,115,0
CO,510,IAH,EWR,2,530,205,0
CO,1408,CLT,EWR,3,1065,135,1
9E,4263,CVG,MCI,4,565,120,0
WN,11,DAL,HOU,3,570,60,1
WN,756,PHX,LAS,7,820,65,0
DL,2782,MSY,MEM,6,375,79,0
FL,1073,TPA,CAK,6,668,139,0
DL,1813,ATL,STL,1,520,114,0
WN,2914,LBB,DAL,6,450,65,0
OH,6655,MEM,BNA,4,540,63,1
WN,29,BWI,BDL,3,1245,65,1
DL,1631,DCA,MEM,6,1040,150,1
DL,1303,DTW,FLL,7,450,192,1
DL,1318,MEM,BWI,4,1145,120,1
AA,1270,LAX,MIA,2,1280,280,1
AA,1141,JFK,MIA,6,345,190,0
WN,2008,LAS,SFO,5,960,95,1
FL,486,MCO,BWI,1,455,128,0
DL,2992,SLC,PDX,5,1215,125,0
AA,1878,DFW,OKC,1,735,55,0
OO,6330,SFO,PSC,5,567,113,0
FL,148,ATL,DTW,5,993,116,0
UA,82,LAX,JFK,2,1360,320,1
XE,2958,CLE,MHT,4,1145,93,1
HA,301,ITO,HNL,1,887,49,0
9E,3737,MEM,COU,5,565,80,0
FL,599,ROC,ATL,1,410,150,0
EV,5571,ATL,SHV,1,1000,118,1
OO,4724,LGB,SLC,5,1089,111,0
XE,3004,IAH,MKE,6,805,143,1
US,835,PHL,MCO,1,955,153,1
WN,1834,PHX,OAK,5,1050,125,1
DL,2860,ATL,PWM,1,866,149,0
DL,2930,PDX,MSP,7,745,199,0
DL,2010,DFW,ATL,4,870,126,0
AA,73,ORD,HNL,7,670,560,1
US,1159,BDL,DCA,6,375,81,0
DL,2101,BOS,ATL,3,960,183,1
FL,1038,PIT,TPA,5,714,150,0
B6,300,LGB,IAD,7,1285,273,0
OO,6701,SMF,ACV,4,1260,59,0
AS,870,ANC,HNL,6,850,372,0
XE,2970,LBB,IAH,4,655,94,0
DL,319,ATL,RDU,4,900,87,0
OO,4651,MSP,OMA,4,445,74,1
DL,2299,ATL,DTW,5,1000,125,1
OO,6916,DEN,ABQ,3,940,70,1
B6,35,JFK,PBI,2,1270,176,0
XE,2455,EWR,PVD,4,1295,59,0
9E,4144,MCI,MEM,7,710,91,1
WN,993,PHX,DEN,3,940,105,
WN,146,OAK,LAS,1,795,85,1
WN,895,DEN,ONT,3,1230,140,1
FL,295,ATL,HOU,6,535,139,1
DL,1646,PHX,ATL,5,50,212,1
XE,2650,EWR,MKE,5,595,160,1
DL,1883,SLC,LAS,6,920,85,1
DL,1513,ATL,DTW,5,1080,125,1
AA,1283,MIA,ORD,4,1160,195,0
XE,2865,MKE,IAH,3,325,176,1
CO,200,FLL,EWR,2,1200,177,0
DL,2120,DTW,EWR,4,610,108,0
DL,1035,DTW,RSW,3,595,182,1
OO,6290,LAX,MRY,7,467,64,1
WN,305,BWI,FLL,3,975,160,1
DL,2336,JFK,MSP,1,955,210,0
XE,2119,CLE,MCI,6,525,125,0
UA,930,SAN,SFO,5,985,100,0
DL,2408,TPA,MSP,5,480,209,0
US,11,ORD,CLT,1,570,108,0
MQ,3044,LAX,DEN,7,725,140,
OO,6639,BZN,DEN,4,1008,104,
WN,1939,SMF,LAS,5,805,80,1
MQ,3222,XNA,DFW,2,1090,75,
OO,4658,BTM,SLC,4,790,76,0
DL,54,BWI,ATL,3,1125,123,1
UA,226,SFO,BOS,2,360,337,0
OO,6973,SEA,LAX,3,669,149,0
WN,1787,LIT,LAS,6,925,215,1
B6,471,BOS,SJC,5,985,398,0
AA,374,TUS,ORD,3,410,205,0
WN,1686,PHL,FLL,7,875,175,1
WN,1562,MCO,BUF,6,760,155,1
EV,5491,OAJ,ATL,1,360,98,1
WN,3308,DAL,AUS,6,990,55,1
EV,7091,SAV,IAD,7,1154,97,1
EV,5054,ATL,ECP,3,990,71,1
AA,1297,DFW,MIA,2,345,160,0
AA,2208,JAC,ORD,5,760,185,1
MQ,4413,LGA,XNA,4,1090,220,0
WN,502,LAX,STL,5,445,210,1
MQ,3297,DFW,TYS,6,605,115,0
EV,7336,JAX,DTW,2,1099,147,1
UA,62,SFO,SEA,2,1351,134,0
WN,611,PHX,BUF,1,765,245,1
F9,287,STL,DEN,2,1120,144,
MQ,3241,LIT,DFW,5,1025,80,
OH,6637,OMA,MEM,2,700,112,1
AS,66,CDV,YAK,1,1018,50,1
9E,4185,PIT,MEM,5,430,143,1
US,1089,PHL,JAX,7,940,136,1
AA,253,LAX,OGG,5,525,345,0
US,980,RDU,CLT,5,970,63,1
FL,510,LGA,MKE,5,980,143,1
9E,3896,DTW,FSD,5,1175,140,1
HA,302,HNL,ITO,2,806,52,1
US,1755,PHL,DCA,7,1264,56,1
DL,1991,ATL,TPA,6,590,100,0
9E,4330,RDU,JFK,5,975,120,1
DL,2510,DFW,ATL,3,495,129,0
WN,826,PDX,BOI,3,960,65,1
F9,465,PIE,MKE,4,723,168,0
MQ,3828,ORD,DCA,5,740,110,0
US,88,ATL,PHX,4,465,269,1
WN,51,LIT,DAL,7,1045,70,0
YV,2639,IAD,CLT,4,1187,104,1
XE,3123,IND,EWR,3,621,118,1
WN,862,OMA,MDW,4,520,85,0
AA,1263,MIA,IAH,3,455,175,0
DL,1899,ATL,BNA,4,905,67,0
XE,3079,STL,IAH,7,1084,131,1
WN,1814,MSY,MCO,5,995,100,1
WN,524,MCI,IND,4,485,80,1
FL,1435,PHF,BOS,7,390,89,0
AA,76,LAX,IAD,5,570,285,0
9E,4316,ATL,TYS,4,1135,55,0
WN,2511,LIT,PHX,6,525,195,0
WN,2086,FLL,BWI,6,1120,150,1
DL,2359,CVG,ATL,4,360,102,0
WN,825,MAF,LAS,5,1045,145,0
WN,1736,LAX,ABQ,6,560,105,1
OO,6866,FAT,LAX,2,1104,76,1
WN,25,TPA,MKE,6,640,170,1
FL,303,ATL,DEN,1,610,215,
DL,1627,ATL,FLL,2,515,119,0
DL,208,MIA,JFK,6,750,179,1
WN,2720,ABQ,DAL,3,360,95,1
UA,104,SFO,IAH,7,631,239,0
AA,1178,SLC,ORD,6,720,195,0
HA,104,LIH,HNL,1,394,30,0
YV,7255,ORD,BDL,6,647,122,1
WN,1943,STL,MSP,3,1005,90,1
US,274,PHX,IAH,1,599,164,1
B6,1259,BOS,IAD,3,630,99,0
AA,1256,MIA,LGA,2,465,170,1
F9,137,DFW,DEN,7,395,121,
9E,3876,MLI,DTW,5,810,99,0
US,722,ORD,PHL,1,960,123,0
WN,1199,MDW,OMA,4,800,90,1
AS,61,YAK,CDV,4,721,52,0
WN,1378,STL,MCO,3,1015,135,1
MQ,3920,FWA,ORD,3,705,60,0
WN,614,IND,BWI,2,900,95,1
FL,985,PIT,ATL,3,843,113,0
DL,2665,DCA,MCO,2,450,150,1
WN,575,SMF,SAN,5,955,85,1
EV,5312,TYS,ATL,5,622,64,0
AA,577,JFK,ORD,6,870,180,1
B6,77,JFK,PBI,5,542,181,0
DL,30,MSP,JFK,5,615,164,0
MQ,2725,DFW,CAE,6,1175,135,0
WN,844,SAT,DAL,4,450,60,0
WN,1027,MSY,TPA,2,800,85,0
EV,7101,IAD,BTV,7,737,87,1
XE,2894,CRP,IAH,6,790,64,0
XE,2860,MKE,IAH,4,630,172,0
OO,6753,PSP,DEN,3,944,123,
WN,424,BWI,IND,7,920,110,0
OO,4678,BUR,SLC,6,790,110,1
US,940,SAN,PHX,5,980,75,0
B6,1416,LGB,AUS,5,720,165,0
AA,496,ORD,DCA,6,380,99,0
OH,6256,MSP,BNA,3,805,135,1
9E,3736,COU,MEM,6,680,83,1
AS,658,PDX,SJC,2,380,108,0
OO,6477,SMF,LAX,3,879,83,0
OO,6985,DEN,RAP,2,1167,70,0
OO,4495,GFK,MSP,3,1140,80,0
WN,2092,MCI,STL,1,600,60,0
WN,379,OAK,SEA,6,370,125,0
WN,3575,LAS,ONT,7,1270,55,1
US,740,SJU,PHL,4,820,244,0
UA,395,SEA,SFO,1,450,136,0
AA,1634,SAT,ORD,1,885,160,1
CO,1512,SJC,IAH,5,740,222,0
WN,867,MCI,SAN,2,1195,220,1
DL,1235,SLC,BOI,4,680,71,0
CO,1162,ORD,EWR,5,1155,122,0
XE,2187,EWR,MSP,5,390,192,1
DL,2241,SLC,LAX,1,906,115,0
XE,2691,EWR,BWI,3,1315,64,1
AA,736,DFW,LGA,5,850,195,0
B6,301,IAD,LGB,7,740,339,1
9E,4301,IND,RDU,4,420,105,1
B6,371,LGA,FLL,5,360,174,1
OO,6999,ASE,DEN,7,768,45,
WN,3323,PHL,BNA,3,495,145,0
DL,1242,MHT,ATL,5,420,190,0
WN,2633,MCI,BWI,5,765,140,1
XE,2197,CLE,MSN,2,1035,92,1
DL,1206,ATL,DAY,4,1315,100,1
MQ,3653,MIA,SDF,6,705,155,0
EV,7301,ATL,GPT,4,777,81,0
XE,2866,CLE,MKE,4,760,82,0
OO,7756,SLC,CDC,4,1005,67,0
MQ,4344,ORD,DTW,6,835,80,
DL,2658,RSW,BDL,2,725,170,1
AA,661,MEM,DFW,2,1095,110,
DL,2945,MSP,IAH,3,1020,181,1
WN,2393,PHL,RDU,6,920,85,1
FL,254,FNT,ATL,7,360,130,1
WN,1044,LAS,RNO,7,660,80,0
EV,5202,CLE,ATL,3,579,111,1
XE,2110,COS,IAH,5,1028,131,1
DL,1070,ATL,JAX,6,1373,66,0
US,396,LAS,PHX,6,1180,68,0
CO,632,IAH,LGA,6,970,203,0
WN,3506,PHX,OAK,1,430,125,1
OH,6626,DTW,GSO,1,1195,118,0
EV,5346,OMA,ATL,7,835,135,1
US,88,PHX,PDX,1,675,169,1
AA,5,DFW,HNL,3,820,520,0
FL,790,STL,ATL,7,608,89,0
OO,6219,SJC,LAX,5,613,77,0
EV,5576,ATL,JAN,5,1041,85,1
HA,143,HNL,LIH,3,650,37,0
OO,4748,OAK,SLC,4,1100,102,1
XE,2622,IAH,CAE,4,625,129,1
AA,1711,BOS,MIA,7,330,210,0
EV,5460,MOB,ATL,2,360,77,0
WN,774,STL,OMA,3,1235,75,0
B6,295,SEA,LGB,3,1055,152,1
AS,885,PDX,KOA,6,1060,370,1
DL,1798,FLL,LGA,4,959,180,0
OO,4586,SJC,SLC,1,610,110,0
WN,1581,ELP,LAX,3,590,130,0
CO,347,ORD,IAH,4,485,165,0
MQ,3057,FAT,LAX,5,635,65,0
DL,2276,MCO,LGA,3,420,152,1
MQ,3691,CLE,MIA,6,1040,180,0
AA,2225,RDU,DFW,4,620,190,
OH,6469,HSV,ATL,4,440,73,0
F9,484,PHX,MKE,4,1085,198,1
DL,2811,MEM,FLL,2,560,139,1
XE,2146,CLE,ORF,4,1145,90,0
WN,702,MDW,LAS,1,360,245,0
9E,4262,SCE,DTW,1,1020,84,0
OO,6943,PSP,SFO,7,1018,91,1
AA,1757,LGA,STL,5,725,170,0
OO,4719,LWS,SLC,5,328,87,0
CO,1461,CLE,MCO,1,875,144,1
AA,1701,AUS,DFW,6,730,65,
AA,1607,TUL,DFW,4,770,70,
AA,419,BOS,DFW,4,385,270,
EV,5272,MEM,CLE,5,510,109,0
WN,2281,BUF,BWI,6,590,70,1
DL,2088,SJC,MSP,5,723,231,0
OO,6932,PAH,ORD,5,902,78,0
OO,6312,PSP,LAX,5,446,52,1
AA,867,ORD,DEN,2,1165,160,
WN,735,DEN,PDX,1,515,175,1
OO,6337,TUS,SFO,4,387,133,0
OO,6327,LAX,SAN,2,663,48,1
US,2181,LGA,DCA,6,960,76,
MQ,3924,TUL,ORD,1,1195,110,1
YV,2926,PHX,SBA,2,510,94,0
WN,379,MCO,MDW,3,645,170,1
EV,5573,ATL,XNA,5,897,119,1
OO,7035,PDX,LAX,1,932,138,0
WN,11,MAF,DAL,3,480,70,0
FL,106,DFW,ATL,4,792,117,1
MQ,3310,DFW,CID,4,830,120,0
FL,301,ATL,DEN,4,870,215,
AA,1624,LAX,ORD,7,885,245,0
B6,277,FLL,SFO,3,1022,380,1
YV,7284,DAY,ORD,7,501,79,0
F9,318,MKE,DCA,4,1199,110,
OO,7054,SNA,SFO,7,897,80,1
UA,59,DEN,SFO,3,362,167,0
XE,2896,JAN,IAH,4,930,79,0
AA,971,ATL,MIA,5,380,110,0
CO,767,IAH,SEA,5,885,284,1
AA,2448,LAX,DFW,2,825,180,
XE,3026,IAH,MCI,1,945,114,1
WN,200,PHX,AUS,2,725,135,1
DL,2604,LAX,SLC,3,984,111,1
XE,5951,ICT,ORD,5,360,110,0
US,679,PHX,BOI,1,645,127,0
MQ,3704,ELP,ORD,1,400,175,0
CO,520,IAH,PHX,1,1065,180,1
HA,120,HNL,KOA,7,526,42,1
DL,2011,ATL,DFW,6,960,150,
US,1694,TPA,PHL,3,475,148,1
FL,31,MDW,ATL,4,1120,115,0
DL,2455,ATL,LAX,2,1315,308,1
AA,22,LAX,JFK,2,900,315,0
OO,6532,COD,DEN,1,416,81,
HA,122,HNL,ITO,1,462,50,1
AS,691,GEG,SEA,3,825,65,1
EV,5117,ATL,FAY,7,535,82,0
EV,5371,ATL,SGF,3,825,117,0
FL,161,ATL,SJU,3,550,209,0
MQ,3515,DFW,LIT,3,840,65,0
AA,76,LAX,IAD,4,570,285,0
DL,1803,DTW,MEM,4,445,138,0
OO,6221,DEN,MCI,2,513,99,0
WN,216,AUS,SAN,4,1185,190,0
YV,1036,HNL,ITO,5,680,49,0
MQ,4648,RDU,LGA,3,1040,100,1
WN,247,SAN,OAK,3,1240,90,1
AA,72,HNL,ORD,4,1045,495,0
AA,1386,ORD,MSP,6,1170,95,1
B6,31,JFK,MCO,6,750,168,1
MQ,3298,DFW,HOU,4,430,65,0
DL,1505,DTW,MCO,4,730,160,0
B6,1125,RDU,FLL,1,645,120,0
YV,7246,MCI,ORD,4,648,87,0
MQ,2854,DFW,GRK,5,1100,50,0
XE,2362,EWR,RIC,1,1005,82,0
F9,265,SNA,DEN,2,405,145,
MQ,3757,SAT,ORD,7,1090,160,0
FL,1270,DAY,MCO,5,400,144,0
OO,6528,LAX,PHX,6,1016,81,1
WN,1629,ALB,FLL,7,520,205,0
YV,7278,AUS,ORD,2,508,155,0
AA,3,JFK,LAX,5,715,375,0
EV,5295,VLD,ATL,4,1078,74,0
WN,1793,DEN,SAT,6,1065,130,1
EV,5188,ATL,DSM,4,1155,145,
WN,1614,LAS,BUR,1,395,65,0
EV,5113,ATL,DHN,7,590,65,
US,889,MSY,CLT,6,975,111,1
OO,6338,SAN,LAX,4,1041,42,0
EV,5556,BTR,ATL,2,960,95,0
DL,1619,DTW,LAX,2,950,300,1
US,1401,CLT,FLL,4,975,120,1
WN,1653,BWI,BHM,2,620,135,1
US,1273,PIT,PHL,7,560,73,1
DL,1373,BOS,LGA,3,390,82,0
US,1430,JAX,CLT,5,1035,79,0
WN,2812,ABQ,PHX,5,1150,75,1
AS,64,PSG,WRG,3,928,26,1
WN,242,PIT,LAS,2,950,310,1
OH,6491,MEM,MFE,3,1195,134,0
MQ,3383,DFW,GPT,5,900,90,1
EV,5499,DCA,STL,3,1205,148,0
YV,2631,CLT,SAV,3,564,64,0
DL,2336,MSP,MKE,3,1180,72,1
YV,2778,PHX,PSP,2,1095,92,0
MQ,4128,MDT,ORD,6,770,135,0
WN,1509,MCI,MCO,1,1070,160,1
CO,36,MCO,EWR,1,900,160,1
OO,4704,SLC,DEN,3,1017,83,
AA,2033,BNA,DFW,3,990,125,
MQ,3001,LAX,DEN,5,570,140,
DL,1251,SNA,ATL,4,1295,245,0
AA,1843,BOS,ORD,5,360,175,0
OO,7026,ORD,SPI,7,715,53,1
OO,4840,BIL,SLC,4,375,89,0
CO,426,IAH,BWI,6,1140,170,1
OH,6606,CVG,DTW,1,1020,85,
