,letter,x-box,y-box,width,height,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
3100,ERRORABC123!?,5,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,5,6,ERRORABC123!?,ERRORABC123!?,6,9,8,ERRORABC123!?
3101,Y,ERRORABC123!?,1,3,2,ERRORABC123!?,8,ERRORABC123!?,1,ERRORABC123!?,6,10,8,ERRORABC123!?,11,ERRORABC123!?,8
3102,Y,3,6,5,ERRORABC123!?,1,ERRORABC123!?,10,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,8,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
3103,P,4,ERRORABC123!?,4,5,ERRORABC123!?,ERRORABC123!?,14,7,ERRORABC123!?,11,7,3,0,10,4,ERRORABC123!?
3104,ERRORABC123!?,3,4,5,3,ERRORABC123!?,9,6,4,6,ERRORABC123!?,4,6,ERRORABC123!?,8,3,8
3105,Q,1,0,2,ERRORABC123!?,1,8,7,ERRORABC123!?,4,6,6,9,2,8,3,8
3106,T,4,4,ERRORABC123!?,ERRORABC123!?,2,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,12,9,ERRORABC123!?,1,11,1,5
3107,S,3,9,ERRORABC123!?,ERRORABC123!?,2,9,9,6,10,ERRORABC123!?,5,5,0,ERRORABC123!?,ERRORABC123!?,7
3108,ERRORABC123!?,3,5,ERRORABC123!?,ERRORABC123!?,3,8,ERRORABC123!?,7,4,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,8,3,7
3109,V,6,8,6,6,3,ERRORABC123!?,12,ERRORABC123!?,4,10,ERRORABC123!?,7,2,10,ERRORABC123!?,8
3110,ERRORABC123!?,ERRORABC123!?,11,5,8,6,8,ERRORABC123!?,8,4,9,4,8,3,8,3,8
3111,ERRORABC123!?,3,4,ERRORABC123!?,3,ERRORABC123!?,6,7,ERRORABC123!?,7,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,5,10
3112,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,5,13,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
3113,T,3,7,ERRORABC123!?,ERRORABC123!?,3,7,11,1,8,7,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
3114,T,3,ERRORABC123!?,ERRORABC123!?,3,1,5,12,2,7,11,ERRORABC123!?,ERRORABC123!?,0,10,1,5
3115,ERRORABC123!?,3,4,5,3,2,7,10,3,ERRORABC123!?,12,ERRORABC123!?,ERRORABC123!?,1,10,2,ERRORABC123!?
3116,ERRORABC123!?,4,10,6,8,ERRORABC123!?,5,5,1,9,ERRORABC123!?,2,ERRORABC123!?,1,ERRORABC123!?,3,7
3117,H,ERRORABC123!?,8,7,6,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,10,ERRORABC123!?,9,3,8,ERRORABC123!?,6
3118,C,2,5,3,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,7,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,10
3119,T,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,7,5,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,1,8
3120,W,ERRORABC123!?,7,6,5,8,9,6,5,2,ERRORABC123!?,6,8,10,10,ERRORABC123!?,7
3121,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,5,8,8,ERRORABC123!?,7,ERRORABC123!?,6,ERRORABC123!?,4,7,ERRORABC123!?,10
3122,ERRORABC123!?,5,10,6,8,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?
3123,ERRORABC123!?,1,0,ERRORABC123!?,ERRORABC123!?,0,ERRORABC123!?,7,6,8,ERRORABC123!?,6,ERRORABC123!?,0,8,4,10
3124,F,4,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,1,14,5,3,12,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
3125,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,4,7,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,6,9,2,ERRORABC123!?,8,ERRORABC123!?
3126,N,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,9,4,ERRORABC123!?,ERRORABC123!?,10,9,5,8,1,7
3127,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,7,7,8,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,9,4,ERRORABC123!?
3128,ERRORABC123!?,6,9,ERRORABC123!?,7,ERRORABC123!?,11,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,8,ERRORABC123!?,9,0,8
3129,R,6,ERRORABC123!?,8,8,7,9,7,3,6,ERRORABC123!?,3,7,3,6,3,11
3130,Q,1,0,2,ERRORABC123!?,0,ERRORABC123!?,7,ERRORABC123!?,3,6,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8
3131,H,2,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,8,3,8
3132,ERRORABC123!?,ERRORABC123!?,7,3,4,0,7,11,ERRORABC123!?,3,8,12,8,ERRORABC123!?,ERRORABC123!?,0,8
3133,J,2,ERRORABC123!?,2,5,1,ERRORABC123!?,ERRORABC123!?,9,3,ERRORABC123!?,5,12,1,ERRORABC123!?,0,ERRORABC123!?
3134,ERRORABC123!?,6,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,6,11,2,3,8,ERRORABC123!?,6,5,10,5,ERRORABC123!?
3135,ERRORABC123!?,ERRORABC123!?,6,4,4,4,7,5,10,ERRORABC123!?,6,ERRORABC123!?,8,6,5,ERRORABC123!?,7
3136,ERRORABC123!?,2,ERRORABC123!?,3,5,1,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,13,4,11,1,ERRORABC123!?,0,8
3137,ERRORABC123!?,5,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,8,10,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,1,11,ERRORABC123!?,8
3138,A,1,3,ERRORABC123!?,ERRORABC123!?,1,8,3,ERRORABC123!?,2,7,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7
3139,S,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,6,8,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,2,ERRORABC123!?,ERRORABC123!?,5
3140,ERRORABC123!?,ERRORABC123!?,4,5,ERRORABC123!?,3,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,6,8,6,8,ERRORABC123!?,8
3141,I,2,11,ERRORABC123!?,8,0,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,7,6,ERRORABC123!?,ERRORABC123!?,8,0,8
3142,I,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,0,ERRORABC123!?,7,1,8,7,ERRORABC123!?,ERRORABC123!?,0,8,ERRORABC123!?,8
3143,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,6,4,10,2,ERRORABC123!?,2,11,ERRORABC123!?,12,5,4,ERRORABC123!?,10
3144,V,ERRORABC123!?,8,7,6,5,7,12,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8
3145,C,ERRORABC123!?,7,5,5,2,ERRORABC123!?,9,6,ERRORABC123!?,13,ERRORABC123!?,10,ERRORABC123!?,9,2,ERRORABC123!?
3146,ERRORABC123!?,5,8,5,6,3,6,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,8,ERRORABC123!?,3,ERRORABC123!?,4,ERRORABC123!?
3147,G,ERRORABC123!?,ERRORABC123!?,5,5,5,8,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,6,ERRORABC123!?,4,ERRORABC123!?,6,7
3148,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,4,ERRORABC123!?,2,3,9,ERRORABC123!?,8,7,11,2,7
3149,ERRORABC123!?,6,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,5,7,ERRORABC123!?,8,12,10,9,ERRORABC123!?
3150,ERRORABC123!?,ERRORABC123!?,7,4,5,ERRORABC123!?,6,8,8,8,9,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,9
3151,Y,4,10,6,8,3,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?,7,ERRORABC123!?,8,1,11,ERRORABC123!?,ERRORABC123!?
3152,L,4,7,5,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
3153,ERRORABC123!?,2,1,2,ERRORABC123!?,ERRORABC123!?,6,7,ERRORABC123!?,7,6,6,10,3,8,ERRORABC123!?,9
3154,F,ERRORABC123!?,3,ERRORABC123!?,2,1,7,9,2,ERRORABC123!?,13,ERRORABC123!?,ERRORABC123!?,1,9,ERRORABC123!?,8
3155,S,2,3,2,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,5,ERRORABC123!?,7,8,2,9,ERRORABC123!?,ERRORABC123!?
3156,I,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,0,7,ERRORABC123!?,4,4,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,8,0,8
3157,R,5,9,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
3158,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,8,7,8,7,4,2,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,11,7,8
3159,W,4,7,6,5,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,0,6,9,8,ERRORABC123!?,12,0,ERRORABC123!?
3160,N,ERRORABC123!?,7,8,ERRORABC123!?,3,8,8,ERRORABC123!?,5,10,5,6,6,9,ERRORABC123!?,ERRORABC123!?
3161,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,4,1,7,ERRORABC123!?,0,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,0,ERRORABC123!?,ERRORABC123!?,8
3162,X,3,ERRORABC123!?,4,ERRORABC123!?,3,8,7,ERRORABC123!?,5,6,6,ERRORABC123!?,2,8,8,ERRORABC123!?
3163,Z,6,ERRORABC123!?,ERRORABC123!?,7,5,ERRORABC123!?,9,3,10,12,ERRORABC123!?,7,1,ERRORABC123!?,6,ERRORABC123!?
3164,U,ERRORABC123!?,10,7,7,5,6,8,8,ERRORABC123!?,ERRORABC123!?,6,12,5,9,ERRORABC123!?,3
3165,H,4,11,6,ERRORABC123!?,ERRORABC123!?,8,9,5,3,ERRORABC123!?,ERRORABC123!?,7,8,8,ERRORABC123!?,ERRORABC123!?
3166,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,2,7,4,14,5,7,14,8,ERRORABC123!?,9,ERRORABC123!?,8
3167,F,2,7,4,5,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,10,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,10,ERRORABC123!?,5
3168,ERRORABC123!?,4,9,ERRORABC123!?,7,2,3,7,8,2,7,6,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,11
3169,V,2,6,4,4,2,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,9,2,ERRORABC123!?,ERRORABC123!?,9
3170,ERRORABC123!?,2,ERRORABC123!?,3,1,2,7,8,6,ERRORABC123!?,7,6,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?
3171,G,ERRORABC123!?,1,3,ERRORABC123!?,1,8,ERRORABC123!?,6,6,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,7,6,ERRORABC123!?
3172,Z,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,8,ERRORABC123!?,7,7,7,7,0,8,8,9
3173,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,8,ERRORABC123!?,7,7,ERRORABC123!?,ERRORABC123!?,6,7,11,ERRORABC123!?,11,7,5
3174,S,ERRORABC123!?,4,5,ERRORABC123!?,2,8,ERRORABC123!?,2,8,11,5,6,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
3175,F,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,3,ERRORABC123!?,12,ERRORABC123!?,4,ERRORABC123!?,10,7,0,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
3176,Z,2,4,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,9,11,ERRORABC123!?,9,ERRORABC123!?,9,5,ERRORABC123!?
3177,P,7,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,10,3,6,13,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?
3178,ERRORABC123!?,ERRORABC123!?,11,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,7,5,4,ERRORABC123!?,ERRORABC123!?,9,2,8,5,ERRORABC123!?
3179,E,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,5,7,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?
3180,U,9,11,9,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,3
3181,D,4,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,5,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,3,ERRORABC123!?,4,ERRORABC123!?
3182,E,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,4,7,7,2,ERRORABC123!?,11,6,9,ERRORABC123!?,8,4,8
3183,ERRORABC123!?,ERRORABC123!?,8,2,ERRORABC123!?,2,ERRORABC123!?,7,0,ERRORABC123!?,ERRORABC123!?,6,8,0,8,2,ERRORABC123!?
3184,W,9,12,9,ERRORABC123!?,5,4,8,ERRORABC123!?,4,8,ERRORABC123!?,8,10,10,ERRORABC123!?,5
3185,ERRORABC123!?,1,ERRORABC123!?,2,ERRORABC123!?,0,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,7,6,11,3,ERRORABC123!?,2,ERRORABC123!?
3186,R,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,6,7,4,3,6,5,ERRORABC123!?,7,9,ERRORABC123!?,ERRORABC123!?
3187,H,11,13,10,7,5,8,9,4,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
3188,ERRORABC123!?,2,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,0,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,1,8
3189,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,7,2,5,7,7,11,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,9
3190,ERRORABC123!?,1,1,2,2,ERRORABC123!?,11,7,ERRORABC123!?,5,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8
3191,N,3,6,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,4,ERRORABC123!?,6,ERRORABC123!?,5,9,ERRORABC123!?,7
3192,P,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,6,12,ERRORABC123!?,ERRORABC123!?,12,6,3,3,ERRORABC123!?,ERRORABC123!?,6
3193,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,4,ERRORABC123!?,3,7,ERRORABC123!?,8
3194,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,3,ERRORABC123!?,8,11,ERRORABC123!?,2,11,1,7
3195,ERRORABC123!?,2,ERRORABC123!?,3,3,2,ERRORABC123!?,11,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,5,1,ERRORABC123!?,ERRORABC123!?,6
3196,ERRORABC123!?,1,ERRORABC123!?,1,0,0,5,7,7,0,ERRORABC123!?,ERRORABC123!?,10,ERRORABC123!?,8,2,11
3197,W,8,11,7,6,4,1,9,3,2,ERRORABC123!?,ERRORABC123!?,9,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
3198,H,2,ERRORABC123!?,3,2,ERRORABC123!?,6,7,6,ERRORABC123!?,7,6,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?
3199,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,7,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
3200,Y,ERRORABC123!?,ERRORABC123!?,5,6,ERRORABC123!?,7,12,1,3,7,12,ERRORABC123!?,ERRORABC123!?,10,ERRORABC123!?,8
3201,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,3,7,ERRORABC123!?,3,ERRORABC123!?,10,6,ERRORABC123!?,3,8,3,ERRORABC123!?
3202,ERRORABC123!?,ERRORABC123!?,13,6,7,3,ERRORABC123!?,9,3,ERRORABC123!?,12,ERRORABC123!?,5,2,8,ERRORABC123!?,6
3203,V,ERRORABC123!?,11,7,8,ERRORABC123!?,2,12,ERRORABC123!?,3,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,10,1,7
3204,O,ERRORABC123!?,9,4,ERRORABC123!?,4,7,8,7,4,9,ERRORABC123!?,ERRORABC123!?,3,8,3,7
3205,C,4,9,ERRORABC123!?,6,3,ERRORABC123!?,7,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,1,7,4,9
3206,ERRORABC123!?,3,9,ERRORABC123!?,6,ERRORABC123!?,6,ERRORABC123!?,3,6,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,11,8,ERRORABC123!?
3207,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,8,8,3,5,ERRORABC123!?,ERRORABC123!?,7,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
3208,ERRORABC123!?,3,7,4,ERRORABC123!?,3,3,7,ERRORABC123!?,9,ERRORABC123!?,6,14,0,8,ERRORABC123!?,9
3209,ERRORABC123!?,3,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,9,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?,8,9
3210,ERRORABC123!?,8,ERRORABC123!?,11,ERRORABC123!?,5,9,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,8,ERRORABC123!?,7
3211,P,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,2,7,11,ERRORABC123!?,ERRORABC123!?,11,5,3,1,10,2,ERRORABC123!?
3212,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,2,1,ERRORABC123!?,9,3,ERRORABC123!?,10,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
3213,U,ERRORABC123!?,ERRORABC123!?,5,3,ERRORABC123!?,ERRORABC123!?,8,5,8,10,10,9,3,9,2,6
3214,O,6,ERRORABC123!?,7,8,ERRORABC123!?,8,8,8,9,6,7,9,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
3215,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,8,7,7,9,ERRORABC123!?,ERRORABC123!?,2,10,ERRORABC123!?,ERRORABC123!?
3216,F,2,2,3,3,2,ERRORABC123!?,ERRORABC123!?,4,5,10,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,6
3217,ERRORABC123!?,ERRORABC123!?,1,2,ERRORABC123!?,1,8,ERRORABC123!?,ERRORABC123!?,4,6,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
3218,F,2,6,ERRORABC123!?,4,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,11,ERRORABC123!?,6,2,ERRORABC123!?,2,6
3219,T,3,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,0,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,0,8,0,8
3220,I,0,ERRORABC123!?,1,ERRORABC123!?,1,7,7,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,0,8,2,8
3221,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,5,7,8,3,4,ERRORABC123!?,6,9,6,8,ERRORABC123!?,6
3222,T,ERRORABC123!?,8,5,6,3,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,1,7
3223,X,3,7,ERRORABC123!?,ERRORABC123!?,4,6,ERRORABC123!?,3,5,6,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?,8,ERRORABC123!?
3224,ERRORABC123!?,2,4,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,2,1,ERRORABC123!?,2,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,9
3225,L,3,ERRORABC123!?,5,6,ERRORABC123!?,7,ERRORABC123!?,3,6,5,7,ERRORABC123!?,5,12,ERRORABC123!?,ERRORABC123!?
3226,ERRORABC123!?,5,ERRORABC123!?,6,6,ERRORABC123!?,6,6,7,11,ERRORABC123!?,ERRORABC123!?,12,ERRORABC123!?,9,4,ERRORABC123!?
3227,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,5,4,10,7,3,7,11,ERRORABC123!?,ERRORABC123!?,4,5,3,ERRORABC123!?
3228,P,6,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,8,8,6,ERRORABC123!?,ERRORABC123!?,6,5
3229,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?,6,ERRORABC123!?,9,6,5,10,1,8,ERRORABC123!?,11
3230,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,8,5,ERRORABC123!?,8,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,9,3,ERRORABC123!?
3231,M,4,10,5,ERRORABC123!?,ERRORABC123!?,8,7,ERRORABC123!?,ERRORABC123!?,6,9,8,8,6,ERRORABC123!?,ERRORABC123!?
3232,S,ERRORABC123!?,9,6,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,8,11,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,8
3233,L,6,10,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,5,7,4,10
3234,ERRORABC123!?,ERRORABC123!?,5,4,4,ERRORABC123!?,7,4,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,2,ERRORABC123!?
3235,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,10,1,3,7,ERRORABC123!?,8,1,ERRORABC123!?,ERRORABC123!?,8
3236,U,3,ERRORABC123!?,4,2,ERRORABC123!?,4,8,4,6,11,11,9,ERRORABC123!?,9,0,7
3237,F,2,ERRORABC123!?,4,ERRORABC123!?,2,6,ERRORABC123!?,ERRORABC123!?,6,13,7,ERRORABC123!?,1,ERRORABC123!?,2,7
3238,G,ERRORABC123!?,3,3,2,2,7,7,5,5,9,7,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
3239,Q,4,7,ERRORABC123!?,7,3,ERRORABC123!?,9,8,5,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,9
3240,ERRORABC123!?,8,9,10,8,ERRORABC123!?,ERRORABC123!?,6,5,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,10,6,ERRORABC123!?
3241,ERRORABC123!?,ERRORABC123!?,4,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,5,7,3,8,ERRORABC123!?,7
3242,K,ERRORABC123!?,9,6,ERRORABC123!?,8,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,5,6,8,8,ERRORABC123!?,8,ERRORABC123!?
3243,T,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,1,9,14,1,6,ERRORABC123!?,11,ERRORABC123!?,0,8,ERRORABC123!?,8
3244,L,ERRORABC123!?,11,4,6,ERRORABC123!?,5,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7
3245,M,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,4,7,7,2,4,ERRORABC123!?,7,ERRORABC123!?,7,ERRORABC123!?,1,8
3246,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,7,4,8,7,8,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,4,8
3247,H,ERRORABC123!?,7,4,ERRORABC123!?,4,7,ERRORABC123!?,12,ERRORABC123!?,ERRORABC123!?,4,8,3,7,0,8
3248,ERRORABC123!?,2,ERRORABC123!?,2,1,0,ERRORABC123!?,5,11,4,7,ERRORABC123!?,8,3,ERRORABC123!?,0,ERRORABC123!?
3249,R,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,8,5,6,6,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8
3250,B,ERRORABC123!?,10,ERRORABC123!?,8,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,10,5,6,2,ERRORABC123!?,6,10
