median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,binaryClass
258000,5.2446,28,3913,696,2264,697,34.04,N
247600,3.6625,32,3775,786,2416,792,34.05,N
254900,5.9214,35,1038,209,598,190,34.04,N
227300,3.5833,36,1938,364,1118,374,34.04,N
220500,3.1083,40,1444,312,881,303,34.04,N
211500,4.1375,38,1447,293,1042,284,34.03,N
203300,2.1944,33,818,-9999999,664,198,34.04,N
-9999999,3.3214,43,1949,464,1216,457,34.04,N
198800,3.7109,40,1966,391,1120,362,34.04,N
243200,2.6146,-9999999,1129,212,509,202,34.04,N
213700,3.5272,36,1493,-9999999,989,293,34.03,N
211400,4.3646,42,-9999999,451,1392,423,34.04,
235300,4.5795,34,2103,427,1355,434,34.04,N
246900,4.0938,35,1064,203,608,201,34.04,
500001,7.4597,31,3600,-9999999,1382,435,33.95,N
379300,6.8189,29,-9999999,-9999999,1913,641,33.95,N
500001,8.3474,-9999999,1113,145,424,137,33.97,N
441900,7.2472,30,4873,667,1995,638,33.96,N
282400,6.1898,35,4055,652,1758,639,33.95,N
-9999999,5.2851,36,4297,717,2038,700,33.94,N
-9999999,10.4835,30,2217,284,851,291,33.95,N
401000,6.8109,35,1431,210,505,213,33.95,N
296700,5.0861,35,1755,322,774,290,33.95,N
453800,9.1541,37,2414,323,878,305,33.96,N
500001,10.8034,18,4078,484,1490,482,33.97,N
375000,2.125,31,40,8,25,7,,N
403700,6.2319,10,6531,1036,2975,1018,34.01,N
188800,5.2557,25,3548,639,2653,664,34.02,N
155100,3.9091,-9999999,1962,396,1488,332,,N
-9999999,3.7986,38,2245,444,1540,419,34.01,N
176800,3.2375,36,1391,283,1025,275,34.01,N
158100,3.4861,32,1973,401,1322,386,34.01,N
143800,2.63,42,1392,-9999999,1471,348,34.0,N
150900,2.9107,35,1188,342,1373,332,34.0,N
150200,2.5969,34,1914,549,2122,529,34.01,N
144200,2.9321,14,3789,810,2551,793,34.02,N
176400,2.7679,33,1091,233,890,226,34.01,N
147600,3.2031,36,1248,322,1282,326,34.01,N
150600,3.5469,36,-9999999,363,1538,342,34.01,N
114100,2.0729,42,897,229,1094,238,,N
149500,4.3333,31,1108,238,1151,229,34.01,N
160600,,36,1722,353,1174,335,,N
162500,,35,1580,331,1290,338,,N
172600,3.692,34,1369,270,1005,272,33.99,N
175200,,36,1529,290,1271,287,33.99,N
-9999999,3.4306,35,1326,272,933,267,33.99,N
190300,,31,965,217,599,206,33.99,N
165800,4.0677,36,1492,282,1041,270,33.98,N
157800,3.6033,39,1042,221,863,228,33.98,
160700,3.5,37,1270,272,1092,274,,N
177900,3.5757,35,2787,639,1923,614,33.99,N
170700,3.6196,38,1683,328,1369,-9999999,33.99,
162000,2.5,37,1419,310,1125,296,33.99,N
163900,2.8152,36,2024,590,2028,573,33.99,N
166300,0.9817,32,1165,358,997,361,34.0,N
164900,4.5595,35,1625,302,-9999999,288,33.99,
163300,3.0577,41,1204,252,1002,248,33.99,N
153300,3.25,39,552,151,807,168,33.99,N
169200,3.3562,40,1723,370,1221,370,33.98,N
-9999999,4.2206,-9999999,1410,255,932,273,33.98,N
186900,5.4381,42,1342,243,615,208,33.98,
172600,2.9583,50,1146,238,579,213,33.98,N
177600,4.7266,38,1862,319,-9999999,305,33.98,N
219800,3.9243,34,5002,917,2597,893,34.0,
167300,4.1058,37,2976,636,2117,598,34.0,N
263400,5.193,42,2480,401,1085,438,33.99,N
198600,3.2359,36,3531,754,1613,697,33.99,N
182400,3.7328,38,1619,379,886,357,33.99,N
186200,4.375,38,862,-9999999,484,176,33.99,N
166100,3.7833,47,1588,-9999999,827,292,33.99,N
174400,3.3611,46,1203,219,637,211,33.99,N
188000,,45,1471,255,670,250,33.99,N
163200,3.0,50,1951,458,1362,454,33.98,N
137500,2.0147,41,-9999999,428,1174,390,33.98,N
155300,2.8311,-9999999,1694,413,1222,387,33.98,N
279200,5.1985,30,5308,854,2114,838,34.0,N
-9999999,3.4312,52,2792,461,1177,439,33.99,N
236800,2.7578,46,1974,465,880,-9999999,33.98,N
163300,2.625,43,2446,764,1699,692,33.98,N
165600,1.9688,28,1617,507,1158,486,33.98,N
182100,2.3182,25,3040,831,1580,735,33.98,N
197100,3.6475,47,2530,565,1262,509,33.99,N
332700,,23,1995,306,707,293,33.98,N
-9999999,3.8275,32,2468,552,1190,479,33.97,N
313800,6.148,34,1903,293,887,306,,N
290800,6.0648,36,1451,224,608,246,33.97,N
372600,6.0663,30,6540,991,3124,953,33.97,N
273500,5.3054,36,1805,288,882,308,33.96,N
244700,4.5446,36,2002,361,913,311,33.96,N
219700,4.6226,36,2071,398,988,404,33.96,N
232400,4.8152,36,1601,290,715,284,33.97,N
224300,4.65,39,-9999999,389,1029,387,33.97,N
196200,3.2852,39,2126,434,1103,433,33.97,N
167900,2.824,36,2149,527,1359,481,33.97,N
162500,,29,2376,700,1968,680,33.97,N
177500,2.5686,25,2945,914,2313,832,33.97,N
192000,2.593,22,2185,623,-9999999,606,33.97,N
168900,4.2917,38,2139,426,1138,412,33.95,N
181200,4.108,36,1681,329,964,311,33.95,N
171400,4.0536,37,1745,365,1022,368,33.96,N
164600,3.117,37,1180,256,614,242,33.96,N
173200,3.6509,34,1882,428,1034,375,33.95,
177800,4.1471,37,1772,321,-9999999,326,33.95,N
178500,3.8214,36,2722,515,1390,486,33.95,N
154000,3.225,37,1948,395,-9999999,379,33.96,N
148800,,42,1430,338,1269,321,33.96,N
160300,2.9714,37,-9999999,652,2778,644,33.96,N
158200,3.0491,34,1759,431,1282,-9999999,33.97,N
172800,4.0379,34,2142,390,-9999999,406,33.98,N
154000,3.6,36,2854,688,2816,673,33.97,
159200,4.3203,37,1645,308,1077,320,33.97,N
167800,3.2093,32,3304,714,2032,690,33.98,N
169800,3.9688,41,1478,273,916,-9999999,33.98,N
175800,3.9612,39,1639,300,988,309,33.97,N
170700,3.1554,36,1887,370,1006,329,,N
163200,4.2,38,1026,190,789,193,33.97,N
155600,2.4607,32,3400,826,3017,-9999999,33.97,N
147100,2.6991,30,928,230,913,214,,N
156200,4.8929,36,1265,273,1052,253,33.97,N
166700,3.9773,36,1620,298,-9999999,309,33.97,N
161200,4.6333,35,825,-9999999,590,144,33.97,N
163300,3.5481,36,1678,323,1380,352,33.97,N
169500,3.6875,39,-9999999,194,691,211,33.98,N
166000,4.1389,39,1473,297,1108,294,33.97,
164300,3.7326,35,2664,541,2033,491,33.97,N
163500,2.9922,35,2426,529,2010,-9999999,33.97,N
156700,3.4083,34,1357,310,1042,287,33.98,N
172200,3.1607,37,1226,255,1068,271,33.98,N
152000,3.5268,33,1927,482,1623,479,33.98,N
166600,3.6397,33,2125,500,1672,476,33.97,N
147200,3.3942,36,446,108,410,-9999999,33.98,N
169700,3.3621,36,3271,603,2593,616,33.96,N
163200,3.425,36,1116,-9999999,719,233,33.96,N
166600,4.5,36,1991,396,1306,403,33.95,N
160100,4.1711,38,1657,335,1195,309,33.96,N
162500,4.0357,36,1184,240,946,232,33.96,N
142500,2.9821,20,1878,548,1461,516,33.97,N
192100,,36,2013,435,1476,475,,N
-9999999,3.6667,40,1743,328,981,291,33.96,N
160600,4.8304,32,1962,-9999999,1274,398,33.95,N
162800,3.0944,-9999999,1743,348,1328,354,33.95,N
165000,4.0096,35,-9999999,399,1659,387,33.96,N
165400,4.369,34,1431,310,1162,288,33.96,N
163000,2.7647,20,1911,472,1407,465,33.96,N
170800,3.5583,32,1083,206,737,218,33.95,N
183400,4.0846,36,2762,472,1576,493,33.94,N
183400,,36,1585,323,1205,343,33.93,N
175400,3.8542,33,1976,404,1379,395,33.94,N
171400,,21,3933,949,2219,820,,N
171900,5.2162,35,1945,357,1227,359,33.95,
-9999999,4.625,31,3808,670,2430,660,33.94,N
174000,4.615,36,1976,368,1236,355,33.95,N
170800,3.6125,33,1954,390,1600,376,33.95,N
149000,1.9453,34,495,120,-9999999,130,33.94,N
161800,3.1979,36,1045,239,1165,230,33.93,N
141500,3.6771,31,894,203,883,190,33.93,N
150000,3.1513,35,2107,480,2241,443,33.93,N
154700,3.2371,33,1999,470,2170,-9999999,33.92,N
-9999999,3.875,22,3382,800,2688,784,33.93,N
164800,3.7969,35,2075,424,1312,396,33.92,N
158300,3.0,30,1414,332,1307,315,33.92,N
167000,3.6731,35,2108,405,1243,394,33.92,N
151900,4.1667,35,1805,387,1505,366,33.93,N
153500,3.4907,34,1995,417,1573,407,,N
144100,4.3849,36,1726,332,1293,310,33.93,N
156200,3.4219,35,-9999999,522,2151,537,,N
-9999999,4.1312,35,2400,398,-9999999,408,33.93,N
179500,5.2736,-9999999,2470,416,1386,411,33.93,N
179800,4.3542,37,-9999999,302,889,271,33.94,N
177200,3.4861,30,2572,521,1564,501,33.94,N
164400,4.2051,37,1328,-9999999,1115,275,33.94,N
169000,,34,1748,386,917,378,33.94,N
181100,4.4318,36,1579,290,816,276,33.95,N
179800,4.6184,36,1705,299,871,296,33.95,N
179500,4.2292,36,1632,-9999999,797,283,33.95,N
181000,,37,1165,-9999999,627,221,33.95,N
192200,5.3016,33,2382,404,1339,389,33.94,N
191800,3.488,23,4815,1081,3232,1016,33.94,N
173900,3.4886,35,2085,400,1112,391,33.95,N
226200,4.0985,32,2562,491,1222,446,33.94,
232500,6.2924,27,3142,509,1520,503,33.93,N
208100,3.6458,33,2299,431,1049,447,33.93,N
214000,4.3125,-9999999,1519,301,758,304,33.94,N
212300,3.7045,30,2395,565,1214,521,33.94,N
214400,3.9543,35,2603,482,1305,507,33.94,
203700,5.1738,36,2911,534,1395,486,,N
188700,4.9191,-9999999,1921,329,969,327,33.94,N
174800,4.2708,35,1323,235,807,247,,N
174400,4.4118,31,3395,742,1886,737,33.93,N
184700,3.6028,33,4711,988,2984,931,33.93,
-9999999,4.8523,36,1287,233,779,229,33.93,N
173900,4.9205,35,1288,240,758,250,33.93,
189900,3.275,34,2424,468,1293,444,33.93,
185000,5.0077,35,802,153,445,150,,N
174400,3.75,37,903,158,444,158,33.94,N
205100,5.2305,34,4039,694,2269,663,33.92,N
187600,5.273,35,1606,289,829,273,33.92,N
185300,5.5238,34,1478,251,956,277,33.92,N
289600,,26,2830,399,1204,404,33.92,N
285200,5.979,19,5166,770,2374,753,33.91,N
210400,4.375,27,3708,718,1921,721,33.93,N
-9999999,3.9575,24,4534,967,2547,895,33.93,N
219800,5.3668,27,3700,568,1793,-9999999,33.92,N
222700,4.061,27,5805,-9999999,3106,1144,33.92,N
257200,5.0923,16,10621,1782,3836,1480,33.91,N
202800,,33,2161,383,1235,383,33.9,N
199700,3.5859,30,-9999999,372,-9999999,332,33.9,N
200800,5.0384,35,1065,176,574,171,33.89,N
213300,5.1377,34,1932,315,1053,316,33.89,N
209800,4.3831,35,1758,309,-9999999,338,33.9,N
206300,4.5144,35,1942,332,1127,325,33.9,N
201000,4.6094,26,2968,674,1655,628,33.9,N
203400,4.6,34,1653,292,1003,310,33.89,N
212800,4.2292,33,2046,327,1018,320,33.89,N
188700,3.9861,35,1011,183,578,171,33.89,N
205200,5.5601,36,2417,421,-9999999,426,33.9,N
202900,4.4954,34,2678,511,1540,497,,N
202900,4.6354,36,1589,265,804,272,33.89,N
-9999999,5.0839,-9999999,1375,242,670,221,33.89,N
218700,3.2222,34,2169,418,1169,406,33.92,N
-9999999,4.2305,32,2722,571,2541,462,33.91,N
211700,5.125,36,1382,257,685,255,33.9,N
216700,5.4236,35,2182,390,1248,399,33.91,N
209900,3.5938,34,1636,358,977,357,33.9,N
202400,3.7308,35,1434,279,744,252,33.9,N
213700,,35,1337,-9999999,692,235,33.91,N
210700,4.7861,-9999999,2518,429,1309,421,33.91,N
160100,3.2143,32,4040,832,2526,798,33.91,N
164100,4.2437,35,2323,406,1741,-9999999,33.91,N
171100,5.3184,36,1143,193,826,188,,N
162500,0.4999,36,15,5,15,6,33.9,
276800,,27,3797,597,2043,614,34.03,N
-9999999,4.5526,28,1984,313,1099,343,34.02,N
208600,3.2622,33,4853,1105,2855,1006,34.02,N
279900,4.9107,33,1143,172,508,174,34.02,N
318900,5.1515,17,9559,1911,5279,1844,34.02,N
265800,3.0529,25,2655,558,1466,525,34.02,N
308000,,20,2595,428,1751,479,34.03,
189200,2.66,29,2077,564,2087,543,34.01,N
183300,1.3365,23,1724,576,1336,542,34.01,N
195800,3.4297,42,1436,298,1005,298,34.01,N
189400,3.0625,37,1022,232,653,238,34.02,N
210200,3.95,40,1727,309,932,313,34.02,N
196000,2.4605,-9999999,1539,386,-9999999,377,34.01,N
205600,2.4286,36,-9999999,383,1105,359,34.02,N
224500,1.8906,32,1789,528,1429,517,,N
208200,3.0212,31,4267,1070,3176,1071,34.03,N
185100,2.5852,38,1243,310,788,286,34.02,N
189300,2.3359,40,2988,690,2144,667,,N
192000,2.2813,41,734,190,565,191,34.02,N
172900,2.9044,43,396,91,-9999999,73,34.02,N
178300,2.75,45,1307,283,967,254,34.02,
201100,4.0625,44,2003,390,1291,392,34.03,N
192200,2.8385,42,2203,467,1470,488,34.03,N
180500,2.4612,45,1569,359,1203,359,34.03,N
150600,2.8239,43,2172,605,2386,597,34.02,N
158800,1.7991,-9999999,-9999999,472,1687,-9999999,34.03,N
141600,3.1724,41,1377,293,1142,272,34.03,N
186400,2.0536,44,603,207,588,218,34.03,N
189300,2.6806,42,1481,411,1206,394,34.03,N
194600,3.7794,39,1099,263,787,269,34.04,N
162500,3.6875,44,647,142,457,143,34.04,N
156300,3.1895,45,332,70,302,60,34.04,N
181900,1.5078,22,2991,791,2486,754,34.04,N
145000,2.7026,38,1076,286,1535,323,34.04,N
134400,1.3971,11,852,215,806,202,34.04,N
125500,,31,1014,252,1064,-9999999,34.03,N
129700,1.625,38,-9999999,102,402,95,34.04,
141100,3.5938,46,705,167,655,149,34.04,N
123800,2.1845,36,871,201,2862,181,34.06,N
121800,3.1528,35,1256,-9999999,2990,-9999999,34.05,N
109200,2.7031,-9999999,389,102,-9999999,107,34.05,N
131900,2.5033,44,1856,461,1853,452,,N
142600,2.475,43,464,116,416,120,34.06,N
98200,0.8941,33,-9999999,71,266,56,34.06,N
116100,2.3125,37,1715,456,2052,440,34.06,N
-9999999,2.53,45,934,228,893,192,34.06,N
133000,1.825,52,1070,-9999999,925,220,34.05,N
119200,1.9083,42,1291,345,1535,332,34.05,N
135200,2.7432,35,1296,307,1423,276,34.05,N
122900,,47,1273,264,1193,260,34.05,N
126500,2.8295,38,3272,731,3299,726,34.05,
123100,3.75,41,762,147,817,176,34.05,N
115100,3.3333,41,-9999999,196,814,180,34.05,N
129000,1.55,36,1807,630,2118,669,34.04,N
141700,3.0417,44,1079,275,1249,249,34.04,N
146900,2.8542,34,1011,-9999999,1164,-9999999,34.04,N
131700,2.3015,39,1074,323,1613,308,34.04,N
122200,2.6964,29,855,199,785,169,34.05,N
133900,1.9667,44,691,-9999999,613,142,34.04,N
150000,2.75,39,563,138,682,137,34.04,N
145800,2.9167,39,609,145,690,134,34.03,N
134000,1.75,43,908,232,1005,224,,N
114000,2.8167,45,911,238,1005,229,34.04,N
126000,3.375,39,962,229,999,221,34.05,N
-9999999,2.5962,45,733,178,-9999999,165,34.05,N
150500,2.788,42,1670,434,1997,452,34.04,N
143800,1.1929,26,859,255,835,232,34.03,N
153400,1.7995,27,1346,340,1177,295,34.03,N
157600,2.1774,40,1279,316,1438,329,34.04,N
153300,2.1029,43,1682,422,1706,409,34.04,N
125000,2.6964,31,525,136,627,145,34.03,N
121300,2.239,37,2115,-9999999,2842,572,34.03,N
-9999999,1.9719,42,2250,629,-9999999,609,34.03,N
145600,2.0764,40,2631,698,2920,677,34.03,N
142800,1.7801,45,1535,432,1820,-9999999,34.02,N
150700,2.2813,36,1138,296,1484,320,34.02,N
132200,2.15,37,2631,734,3228,701,34.02,N
137500,2.3438,40,474,124,546,121,34.02,N
142500,2.8977,35,661,142,720,143,34.02,N
136700,1.8875,34,1478,369,1735,348,34.02,N
125000,3.0972,33,832,226,987,220,34.02,N
133900,2.625,43,887,219,965,217,34.02,N
127300,2.3462,42,1845,497,2191,492,34.01,N
140800,2.1979,41,2099,530,2325,-9999999,34.03,N
152400,2.2902,43,1636,506,1855,502,34.03,
120000,2.761,42,882,292,1248,281,34.03,N
-9999999,2.2991,44,-9999999,420,1893,387,34.03,N
140600,2.3077,41,676,216,851,199,34.02,N
145000,1.7813,34,760,219,968,202,34.02,N
143800,2.125,39,759,215,883,226,34.02,N
112500,1.8681,33,346,103,488,107,34.02,N
145000,2.6042,-9999999,894,231,925,222,34.03,
143400,2.359,40,2201,636,2682,595,34.03,N
149200,2.1442,35,1734,493,2053,508,34.02,N
-9999999,1.7981,41,-9999999,391,-9999999,381,34.02,N
138800,2.6964,47,1055,298,1303,302,34.02,N
132000,,42,946,272,1191,261,,N
139600,1.8715,34,1474,511,1962,501,34.02,N
154300,2.3438,42,2729,725,3004,722,34.02,N
151900,2.7022,37,2344,631,2195,610,34.02,N
156900,2.5313,42,814,216,773,208,34.02,N
158900,1.6354,37,690,261,952,255,34.01,N
137500,2.2596,40,1552,-9999999,1919,427,34.01,N
173900,,44,1218,374,-9999999,342,34.02,N
153300,,44,1715,460,1740,-9999999,,N
180600,2.6,40,-9999999,502,2077,500,34.02,N
153500,2.125,36,-9999999,275,1024,284,,N
153700,3.0179,42,1007,277,1060,268,34.01,N
145500,1.4178,42,1384,458,1825,455,34.02,N
156800,2.3929,46,1746,447,1296,392,34.01,N
-9999999,2.5326,42,1973,510,1841,502,34.01,N
161800,2.7083,45,1179,268,736,252,34.01,N
151100,2.075,40,2412,629,2119,600,34.01,N
154300,3.1538,43,782,207,827,223,34.01,N
190000,2.2847,41,815,252,775,231,34.01,N
173800,2.7308,31,3281,768,2385,733,34.0,N
164600,2.4259,40,1417,338,1068,331,34.01,N
166300,,33,1956,478,1472,464,34.01,N
169300,2.7311,32,2122,591,1929,539,34.0,N
193800,,24,2403,590,2103,547,34.0,N
193700,3.0208,38,2573,484,1568,459,34.0,N
178700,2.625,33,2886,726,2650,728,34.0,N
162500,2.2042,-9999999,1141,332,1189,321,,N
176800,,27,2316,559,2012,544,33.99,N
191000,2.5395,26,2296,534,1777,507,33.99,N
178100,3.6875,44,932,179,717,180,33.98,N
137500,2.4219,24,1705,479,2037,459,33.99,N
162500,2.25,36,702,210,834,216,34.01,N
145600,2.2813,17,3361,925,3264,914,33.98,N
175300,3.1406,32,3218,739,2368,730,34.0,
150500,3.6583,37,1341,336,1233,306,34.0,N
130800,3.0225,30,1228,358,1603,323,34.01,N
142800,1.7679,36,931,246,732,235,34.01,N
149300,2.7799,36,1657,425,1689,418,34.01,N
148800,2.6364,39,322,82,319,90,34.01,N
112500,3.2188,39,47,16,51,23,33.99,N
350000,1.5227,35,167,60,267,55,34.0,N
112500,2.1912,37,-9999999,176,714,156,,
-9999999,2.6964,24,-9999999,-9999999,1976,466,33.99,N
143200,,6,1499,437,1754,447,,N
186300,2.7708,4,1849,577,1529,418,33.99,N
175000,2.4387,34,-9999999,809,3032,832,33.98,N
123200,2.6548,27,1095,340,1300,318,33.98,N
190600,2.7045,15,1011,274,899,219,33.98,N
183300,2.39,25,986,310,1439,251,33.98,
165000,4.5208,5,-9999999,203,839,-9999999,33.99,N
150600,1.9929,30,2562,959,-9999999,955,33.98,N
96400,2.4107,28,312,89,498,87,33.99,N
115400,1.75,30,861,250,1062,231,,N
118800,2.1615,33,885,294,1270,282,33.99,N
100300,1.5272,41,2215,544,2054,480,33.99,N
92900,1.3963,41,1486,509,2312,541,,N
116700,2.2969,47,617,162,754,144,33.98,N
112500,1.6667,44,1087,335,1441,-9999999,33.98,N
105100,1.7207,40,1867,633,2223,609,33.98,N
97200,,37,1045,361,1666,337,33.98,N
121900,1.7378,39,1553,461,2271,437,33.98,N
125000,2.5637,37,1503,392,1886,401,33.98,N
108900,2.125,37,1196,364,1622,327,33.98,N
125000,2.2054,45,972,249,1288,261,33.98,N
110700,3.0724,45,173,42,230,57,,N
169900,2.0357,30,1971,645,2650,605,33.98,
166300,3.125,42,626,143,625,156,33.98,N
184400,2.5352,32,2643,737,2784,711,33.98,N
148200,2.1044,36,1514,453,1496,448,33.98,N
255000,1.2059,18,1781,765,1913,702,33.98,N
128800,1.6685,34,2225,753,2980,-9999999,33.98,N
150000,2.2059,35,1366,496,2160,497,33.98,N
163100,1.8929,38,867,-9999999,950,235,33.98,N
171300,2.1005,35,1863,537,2274,510,33.97,N
169000,3.2788,39,1315,306,1257,-9999999,33.98,N
164600,2.6818,37,-9999999,215,883,221,33.98,N
161500,2.325,-9999999,1705,562,2212,539,33.98,N
154200,2.3421,35,1705,523,2252,508,33.99,N
141700,2.1468,33,1134,375,1615,354,33.99,N
142300,2.6673,38,1212,272,1129,263,33.99,N
157300,3.3869,40,1547,434,1930,427,33.99,N
158000,2.8214,40,973,272,1257,258,33.98,N
157500,3.0114,42,1429,436,1537,389,,N
156300,2.9054,37,2073,614,2544,598,33.99,N
154700,3.1979,35,1608,465,2140,488,33.99,N
160000,2.551,30,1474,459,1844,464,33.99,N
154700,2.4596,35,1172,436,1741,408,33.99,N
156700,2.6042,34,1022,286,1058,275,33.98,
147800,2.4516,36,-9999999,379,1398,353,33.99,N
154600,1.9132,31,1186,387,2087,409,33.99,N
159400,2.1522,43,1091,320,1418,316,33.98,N
189600,1.4224,33,151,83,380,83,33.98,N
181300,1.7562,30,1790,556,1827,520,33.97,N
178400,2.4196,34,2700,-9999999,-9999999,767,33.97,
172100,2.0087,36,4179,-9999999,4582,1196,33.98,N
172700,,32,1403,399,1506,375,33.98,N
158500,2.1964,30,2369,753,3259,770,33.98,N
154600,2.3917,30,-9999999,562,2055,534,33.97,N
-9999999,2.4375,36,988,337,1508,351,33.99,N
161800,1.6341,38,1010,315,1157,301,33.99,N
164400,2.8427,27,1871,556,2542,581,,N
162000,,-9999999,1880,-9999999,2646,605,33.98,N
-9999999,2.3444,-9999999,1735,573,2237,545,33.98,N
-9999999,2.152,35,1230,407,1512,364,33.99,N
132100,3.1786,41,428,111,585,139,33.98,N
159000,2.4049,31,3388,1059,3558,957,33.97,N
168200,2.2422,-9999999,2410,641,2106,593,33.97,N
163600,2.9844,36,627,177,834,175,33.98,N
156000,2.7321,41,756,195,873,212,33.98,N
165400,3.0398,36,903,266,1068,251,33.98,
169400,2.2122,30,2887,866,2806,830,33.97,N
189400,2.0057,34,3214,899,3086,808,33.97,N
206300,2.625,40,1698,431,1280,405,33.98,N
178600,2.5703,38,1477,374,1514,408,33.98,
165600,2.3,37,1184,290,1320,276,33.98,N
158100,2.4263,32,1174,373,1758,361,33.97,N
170500,2.4071,33,1903,469,1882,435,,
157800,2.3068,23,1516,457,1977,435,33.97,N
176000,2.1743,30,2419,715,-9999999,-9999999,33.97,N
156000,2.63,-9999999,1846,530,2576,528,33.97,N
177000,3.0114,31,1161,267,1175,282,33.97,N
143800,2.1731,38,590,139,620,132,33.96,N
181500,2.1591,-9999999,927,250,970,248,33.97,N
160800,2.0524,31,-9999999,612,2461,573,33.97,N
150000,2.6364,36,-9999999,385,1763,350,33.97,N
162500,2.9375,33,1196,313,1448,320,33.98,N
176600,2.1181,39,1444,447,1890,416,33.97,N
-9999999,1.9464,-9999999,1347,434,1756,438,,N
191100,,31,1363,428,1897,364,33.97,
175000,,-9999999,221,63,286,64,33.97,N
155400,3.0938,31,1236,329,1486,337,33.98,N
150000,2.4821,33,1201,340,1482,334,,N
160900,2.5385,33,1471,451,2272,482,33.96,
-9999999,2.3,25,2249,681,2621,628,33.96,N
187500,2.4432,24,1635,507,2480,481,33.96,N
164200,2.2817,25,3297,1066,5027,1041,33.96,N
146500,2.5556,29,-9999999,787,3803,740,33.96,
137500,1.4167,20,427,118,402,105,33.96,N
142000,2.0162,28,-9999999,969,3740,970,33.96,N
154500,,26,-9999999,1877,8551,1808,33.97,
146300,1.9485,27,2911,972,3559,945,33.97,N
166200,2.754,28,2474,702,2830,694,33.97,N
174300,1.8897,43,825,212,820,184,33.97,N
171700,3.1875,44,3114,779,2959,776,33.96,N
169000,2.4688,38,2090,519,1871,504,33.96,
170600,3.9408,49,1409,313,1268,317,33.97,N
166100,3.0313,43,1751,400,1558,379,33.97,N
167600,3.1901,52,-9999999,-9999999,3731,892,,N
166100,3.0313,43,381,67,259,60,33.97,N
162900,2.6384,47,1147,297,1097,307,33.97,N
169300,2.6951,44,2748,-9999999,2962,703,33.97,N
148200,3.0143,44,3186,876,3913,842,33.96,N
171300,4.0609,47,1688,386,1663,381,33.97,N
183300,2.881,47,1058,295,1097,274,33.97,N
111400,,47,932,295,1226,264,33.97,N
118500,2.1429,38,1657,467,-9999999,443,33.97,N
111800,2.0819,43,1357,349,1657,331,33.97,N
115100,2.1473,41,1182,-9999999,1644,346,33.97,N
112500,2.5833,37,1053,263,1354,292,33.97,N
-9999999,1.6776,32,879,257,1057,230,33.97,N
102600,1.7708,36,1026,294,1316,268,33.97,N
108700,1.1635,39,1346,380,1520,356,33.97,N
98800,1.9119,43,1735,535,2288,524,33.97,N
117200,2.5536,37,1212,314,1403,279,33.97,N
105100,1.9041,-9999999,859,221,912,191,33.96,N
112000,2.2917,37,794,210,814,213,33.97,N
112500,2.0323,43,1876,454,-9999999,458,33.96,N
106600,1.8661,38,1231,346,1217,354,33.97,
-9999999,2.1078,34,1724,432,1876,-9999999,33.96,
92900,1.6585,48,-9999999,234,793,216,33.96,N
98800,2.3864,42,1326,295,918,258,33.96,N
-9999999,1.8672,43,2015,419,1543,399,33.96,N
95500,0.9751,48,1766,424,-9999999,-9999999,33.95,N
98100,1.9798,41,1576,339,1252,302,,N
94800,1.695,39,405,163,686,164,33.96,N
109100,1.6597,36,1062,270,1136,273,33.96,N
109900,1.7778,44,1338,-9999999,1765,388,33.96,N
97300,2.5729,39,643,186,-9999999,191,33.96,N
105900,1.7396,34,946,254,1101,239,33.96,N
93400,2.0655,37,1602,388,1553,342,33.96,N
99000,0.9166,42,705,173,739,140,33.95,N
91400,,27,504,142,789,167,33.95,N
168900,2.1389,-9999999,2050,529,1959,485,33.96,N
